UnitCount,RedPolicy,BluePolicy,Seed,Result
300,2,2,12894,BlueWin
300,2,2,14838,RedWin
300,2,2,30301,BlueWin
300,2,2,3164,RedWin
300,2,2,31886,BlueWin
300,2,2,25919,RedWin
300,2,2,14759,RedWin
300,2,2,16286,BlueWin
300,2,2,21464,RedWin
300,2,2,8365,RedWin
300,2,2,22188,RedWin
300,2,2,26059,RedWin
300,2,2,5870,BlueWin
